RowID	SRR1732329.String.counts.fpkm	
ENST00000380748.5	20.897141	
ENST00000380749.9	7865.622070	
ENST00000380800.7	0.000000	
ENST00000380900.2	2597.963623	
ENST00000380931.6	0.000000	
ENST00000381132.6	77.168510	
ENST00000381135.7	1.074102	
ENST00000381151.3	324.372528	
ENST00000381181.1	3.722573	
ENST00000381283.7	0.000000	
ENST00000381284.7	0.000000	
ENST00000381285.8	2.456241	
ENST00000381291.8	0.000000	
ENST00000381318.7	0.000000	
ENST00000381540.7	0.000000	
ENST00000381554.7	224.040344	
ENST00000381679.8	778.899536	
ENST00000381692.6	2.379081	
ENST00000381815.8	2411.166748	
ENST00000381831.7	0.000000	
ENST00000381839.7	0.000000	
ENST00000381947.3	0.514584	
ENST00000381995.5	59.368893	
ENST00000382238.6	0.540507	
ENST00000382264.7	18.281765	
ENST00000382348.1	1.129552	
ENST00000382357.3	0.000000	
ENST00000382373.4	0.000000	
ENST00000382375.8	6.018573	
ENST00000382377.3	0.000000	
ENST00000382378.5	0.000000	
ENST00000382491.7	0.081145	
ENST00000382499.6	0.490091	
ENST00000382549.8	25.777821	
ENST00000382699.7	0.000000	
ENST00000382751.3	547.105164	
ENST00000382822.2	0.000000	
ENST00000382826.2	0.000000	
ENST00000382828.2	0.000000	
ENST00000382830.2	0.000000	
ENST00000382835.2	0.000000	
ENST00000384075.1	0.000000	
ENST00000384369.1	0.000000	
ENST00000384370.1	2.707890	
ENST00000384418.1	0.000000	
ENST00000384685.1	0.000000	
ENST00000384745.1	0.000000	
ENST00000384772.1	0.000000	
ENST00000384906.1	0.000000	
ENST00000385060.1	4.879385	
ENST00000385128.1	0.000000	
ENST00000389124.6	0.000000	
ENST00000389125.7	0.000000	
ENST00000389194.6	0.000000	
ENST00000389195.6	2.969327	
ENST00000389690.7	227.677032	
ENST00000389861.7	51.581192	
ENST00000389863.8	0.000000	
ENST00000389995.4	0.000000	
ENST00000390235.1	0.000000	
ENST00000390689.2	0.000000	
ENST00000390690.2	0.000000	
ENST00000390834.1	0.000000	
ENST00000391177.2	0.000000	
ENST00000391262.1	0.000000	
ENST00000391307.1	0.000000	
ENST00000391617.1	0.000000	
ENST00000391618.1	0.000000	
ENST00000391620.1	0.000000	
ENST00000391621.1	0.000000	
ENST00000391624.1	0.000000	
ENST00000393804.2	210.370026	
ENST00000397184.2	26.223814	
ENST00000397628.5	4.010128	
ENST00000397637.5	50.976398	
ENST00000397638.6	0.261988	
ENST00000397648.1	0.000000	
ENST00000397679.5	58.262268	
ENST00000397680.5	0.000000	
ENST00000397682.7	4.617677	
ENST00000397683.5	36.637299	
ENST00000397691.1	123.513222	
ENST00000397692.5	0.000000	
ENST00000397694.5	0.000000	
ENST00000397701.8	16.493151	
ENST00000397708.1	36.123280	
ENST00000397728.7	366.357208	
ENST00000397743.1	0.000000	
ENST00000397746.7	0.000000	
ENST00000397748.5	0.000000	
ENST00000397763.5	42.995819	
ENST00000397787.5	2.182798	
ENST00000397826.7	187.794037	
ENST00000397841.5	37.464218	
ENST00000397846.7	0.000000	
ENST00000397850.6	8.969337	
ENST00000397852.5	0.000000	
ENST00000397854.7	0.000000	
ENST00000397857.5	0.000000	
ENST00000397886.3	52.306107	
ENST00000397887.7	29.217634	
ENST00000397893.3	38.758530	
ENST00000397898.7	112.120880	
ENST00000397907.1	0.000000	
ENST00000397911.4	0.000000	
ENST00000397916.1	0.000000	
ENST00000397928.5	6.117509	
ENST00000397932.6	0.000000	
ENST00000397956.7	0.000000	
ENST00000397961.6	333.913147	
ENST00000397994.8	0.000000	
ENST00000398058.5	2.683642	
ENST00000398061.5	184.226288	
ENST00000398063.6	0.127660	
ENST00000398078.7	638.073792	
ENST00000398081.5	0.000000	
ENST00000398085.7	176.271057	
ENST00000398098.2	2.545871	
ENST00000398116.2	13.634580	
ENST00000398132.1	5.619678	
ENST00000398133.5	0.000000	
ENST00000398137.5	14.964771	
ENST00000398158.5	0.000000	
ENST00000398165.7	96.151299	
ENST00000398168.5	0.000000	
ENST00000398208.2	243.390930	
ENST00000398224.3	0.000000	
ENST00000398225.7	1.336597	
ENST00000398227.7	0.000000	
ENST00000398229.7	0.000000	
ENST00000398232.7	0.000000	
ENST00000398234.7	0.000000	
ENST00000398236.7	0.000000	
ENST00000398341.7	0.000000	
ENST00000398343.2	1.148562	
ENST00000398352.3	0.000000	
ENST00000398367.1	0.000000	
ENST00000398397.3	0.000000	
ENST00000398405.5	0.000000	
ENST00000398431.2	0.000000	
ENST00000398437.1	0.370070	
ENST00000398449.7	0.000000	
ENST00000398457.6	0.000000	
ENST00000398497.2	2.651907	
ENST00000398499.5	0.381585	
ENST00000398505.7	75.774628	
ENST00000398511.3	179.664429	
ENST00000398548.5	16.635321	
ENST00000398585.7	1.158503	
ENST00000398598.7	114.230804	
ENST00000398600.6	9.185283	
ENST00000398632.3	0.000000	
ENST00000398646.3	0.000000	
ENST00000398647.7	0.000000	
ENST00000398652.7	0.000000	
ENST00000398714.3	0.000000	
ENST00000398753.5	3.256282	
ENST00000398897.5	0.000000	
ENST00000398905.5	0.000000	
ENST00000398907.5	0.000000	
ENST00000398910.5	0.000000	
ENST00000398911.5	0.000000	
ENST00000398919.6	0.000000	
ENST00000398925.5	0.000000	
ENST00000398927.1	0.000000	
ENST00000398928.5	0.000000	
ENST00000398930.5	0.000000	
ENST00000398932.5	0.000000	
ENST00000398934.5	0.000000	
ENST00000398938.6	179.345871	
ENST00000398948.5	0.000000	
ENST00000398956.2	0.000000	
ENST00000398960.6	69.822754	
ENST00000398998.1	0.000000	
ENST00000399000.7	79.206253	
ENST00000399001.5	16.225071	
ENST00000399010.5	59.316048	
ENST00000399017.6	384.455200	
ENST00000399098.5	614.227783	
ENST00000399102.5	25.851915	
ENST00000399103.5	46.318737	
ENST00000399120.5	264.901642	
ENST00000399135.5	0.000000	
ENST00000399136.5	0.000000	
ENST00000399137.5	6.358016	
ENST00000399139.5	0.000000	
ENST00000399149.2	54.083286	
ENST00000399151.3	449.131104	
ENST00000399191.3	0.000000	
ENST00000399201.5	0.000000	
ENST00000399205.5	36.121090	
ENST00000399207.5	0.000000	
ENST00000399208.6	31.785215	
ENST00000399212.5	31.432261	
ENST00000399215.5	111.912880	
ENST00000399237.6	0.000000	
ENST00000399240.5	26.496361	
ENST00000399272.5	0.225844	
ENST00000399284.1	0.000000	
ENST00000399286.2	0.000000	
ENST00000399289.7	0.000000	
ENST00000399292.7	692.962341	
ENST00000399295.2	0.000000	
ENST00000399299.5	59.183754	
ENST00000399312.2	3725.913330	
ENST00000399338.8	174.807632	
ENST00000399349.5	700.083313	
ENST00000399352.5	166.086060	
ENST00000399353.5	33.609100	
ENST00000399355.6	0.000000	
ENST00000399358.2	2.728905	
ENST00000399367.7	0.000000	
ENST00000399442.1	17.019968	
ENST00000399784.6	0.000000	
ENST00000399804.5	446.950195	
ENST00000399889.3	0.000000	
ENST00000399899.1	0.000000	
ENST00000399907.5	0.000000	
ENST00000399909.5	0.000000	
ENST00000399913.5	0.000000	
ENST00000399914.5	0.688701	
ENST00000399921.5	133.052048	
ENST00000399925.5	0.000000	
ENST00000399926.5	0.000000	
ENST00000399928.5	436.181824	
ENST00000399934.5	0.000000	
ENST00000399935.6	0.000000	
ENST00000399947.6	0.000000	
ENST00000399973.1	180.127899	
ENST00000399975.7	863.767700	
ENST00000399976.6	452.788544	
ENST00000400014.2	55.168102	
ENST00000400043.3	0.000000	
ENST00000400075.3	314.996155	
ENST00000400087.7	2701.485596	
ENST00000400090.7	852.439880	
ENST00000400093.3	1810.918579	
ENST00000400094.5	380.432556	
ENST00000400099.5	0.000000	
ENST00000400117.2	0.000000	
ENST00000400127.5	0.000000	
ENST00000400128.5	0.000000	
ENST00000400131.5	0.000000	
ENST00000400135.5	0.000000	
ENST00000400165.5	0.000000	
ENST00000400166.5	0.000000	
ENST00000400169.1	28.581287	
ENST00000400178.6	2.422433	
ENST00000400183.6	0.262444	
ENST00000400199.5	28.024078	
ENST00000400202.5	0.225607	
ENST00000400211.2	0.000000	
ENST00000400274.5	0.000000	
ENST00000400304.1	0.000000	
ENST00000400305.5	0.000000	
ENST00000400308.5	0.000000	
ENST00000400309.5	0.000000	
ENST00000400310.5	0.000000	
ENST00000400314.5	1.598347	
ENST00000400337.6	506.975342	
ENST00000400353.6	0.000000	
ENST00000400362.2	201.979645	
ENST00000400365.3	0.000000	
ENST00000400368.1	0.000000	
ENST00000400372.1	0.000000	
ENST00000400374.4	0.000000	
ENST00000400375.1	0.000000	
ENST00000400377.3	4.657846	
ENST00000400379.7	10.276687	
ENST00000400385.2	3.250266	
ENST00000400421.6	0.000000	
ENST00000400423.6	0.000000	
ENST00000400424.6	0.000000	
ENST00000400427.5	0.000000	
ENST00000400454.5	0.000000	
ENST00000400477.7	0.000000	
ENST00000400485.5	271.036224	
ENST00000400532.5	0.420715	
ENST00000400546.5	0.000000	
ENST00000400558.7	11.571988	
ENST00000400559.7	15.230634	
ENST00000400562.1	0.000000	
ENST00000400564.5	0.000000	
ENST00000400566.5	0.000000	
ENST00000400577.3	0.000000	
ENST00000400583.2	5.637300	
ENST00000400819.2	0.898809	
ENST00000401402.7	0.000000	
ENST00000402202.1	38.495789	
ENST00000404019.2	0.000000	
ENST00000404220.7	353.180969	
ENST00000405436.5	0.000000	
ENST00000405964.2	0.000000	
ENST00000406229.2	0.000000	
ENST00000406413.1	0.000000	
ENST00000406538.1	0.000000	
ENST00000406845.1	0.000000	
ENST00000407739.1	0.000000	
ENST00000407780.7	119.351051	
ENST00000408114.2	0.000000	
ENST00000408283.1	0.000000	
ENST00000408408.1	0.000000	
ENST00000408471.1	0.000000	
ENST00000408570.1	0.000000	
ENST00000408910.6	0.000000	
ENST00000408914.2	173.483673	
ENST00000408989.6	0.000000	
ENST00000409416.5	15.957771	
ENST00000409758.1	0.000000	
ENST00000410005.1	17.553274	
ENST00000410635.1	0.000000	
ENST00000410986.2	0.000000	
ENST00000411146.1	0.000000	
ENST00000411330.1	0.000000	
ENST00000411355.1	3.637224	
ENST00000411427.3	0.000000	
ENST00000411460.5	0.000000	
ENST00000411496.1	109.528931	
ENST00000411566.5	0.000000	
ENST00000411605.5	0.000000	
ENST00000411651.6	314.954163	
ENST00000411694.1	0.000000	
ENST00000411828.5	372.101196	
ENST00000411867.1	0.000000	
ENST00000411932.1	23.417664	
ENST00000411943.1	0.000000	
ENST00000411956.1	0.000000	
ENST00000411989.5	0.000000	
ENST00000411998.1	17.165117	
ENST00000412102.5	3.130483	
ENST00000412240.1	0.000000	
ENST00000412426.5	24.348038	
ENST00000412442.1	462.967926	
ENST00000412526.5	0.000000	
ENST00000412579.5	0.000000	
ENST00000412604.1	0.000000	
ENST00000412833.1	8.414219	
ENST00000412906.5	4.829002	
ENST00000412914.1	0.000000	
ENST00000412942.1	0.000000	
ENST00000413017.2	381.831055	
ENST00000413131.1	0.000000	
ENST00000413190.1	0.000000	
ENST00000413645.1	0.000000	
ENST00000413718.1	0.000000	
ENST00000413721.5	0.080578	
ENST00000413758.1	20.485224	
ENST00000413778.5	0.000000	
ENST00000413813.1	2123.601074	
ENST00000413862.5	0.000000	
ENST00000413881.5	0.000000	
ENST00000413933.1	2.094547	
ENST00000414079.5	118.539635	
ENST00000414189.5	0.000000	
ENST00000414486.5	12.879159	
ENST00000414582.1	0.000000	
ENST00000414617.1	1266.905518	
ENST00000414659.5	45.273994	
ENST00000414699.1	0.000000	
ENST00000414818.1	487.473724	
ENST00000414877.1	0.000000	
ENST00000415023.1	0.000000	
ENST00000415026.1	0.000000	
ENST00000415143.1	28.664185	
ENST00000415147.1	0.000000	
ENST00000415182.1	0.000000	
ENST00000415238.1	40.610352	
ENST00000415269.5	0.000000	
ENST00000415820.1	0.000000	
ENST00000415824.1	0.000000	
ENST00000415847.2	15.616973	
ENST00000415863.5	0.000000	
ENST00000415997.1	13.163160	
ENST00000416002.1	0.000000	
ENST00000416034.1	54.094494	
ENST00000416044.1	0.000000	
ENST00000416067.5	17.323107	
ENST00000416145.1	0.000000	
ENST00000416179.1	0.000000	
ENST00000416182.1	0.000000	
ENST00000416218.1	0.000000	
ENST00000416327.5	0.000000	
ENST00000416357.6	0.000000	
ENST00000416447.1	0.000000	
ENST00000416468.1	0.000000	
ENST00000416555.1	28.172779	
ENST00000416641.1	0.000000	
ENST00000416722.1	0.000000	
ENST00000416754.1	0.000000	
ENST00000416768.5	0.000000	
ENST00000416842.1	0.000000	
ENST00000417007.1	0.000000	
ENST00000417042.5	8.213477	
ENST00000417060.5	0.000000	
ENST00000417133.6	0.000000	
ENST00000417138.1	0.000000	
ENST00000417181.5	0.000000	
ENST00000417335.1	0.000000	
ENST00000417564.2	51.314995	
ENST00000417820.1	20.737286	
ENST00000417871.5	0.000000	
ENST00000417954.5	19.893702	
ENST00000417963.5	0.000000	
ENST00000417979.5	0.000000	
ENST00000418018.5	0.000000	
ENST00000418029.2	1.354753	
ENST00000418103.1	0.000000	
ENST00000418301.3	0.000000	
ENST00000418336.6	1.004675	
ENST00000418394.1	40.434490	
ENST00000418516.1	0.000000	
ENST00000418544.1	0.000000	
ENST00000418755.1	0.000000	
ENST00000418766.5	257.698334	
ENST00000418813.6	0.201580	
ENST00000418874.1	0.000000	
ENST00000418933.1	46.343353	
ENST00000418942.1	0.000000	
ENST00000418954.2	4.814028	
ENST00000419044.5	0.000000	
ENST00000419069.1	0.000000	
ENST00000419093.5	49.518665	
ENST00000419219.1	0.000000	
ENST00000419241.1	0.000000	
ENST00000419299.1	0.000000	
ENST00000419324.1	0.890577	
ENST00000419378.5	9.006412	
ENST00000419431.2	0.000000	
ENST00000419461.5	31.210148	
ENST00000419467.1	0.000000	
ENST00000419522.5	0.000000	
ENST00000419628.1	3.612985	
ENST00000419664.1	0.000000	
ENST00000419694.1	0.000000	
ENST00000419699.1	0.000000	
ENST00000419826.2	3.934145	
ENST00000419845.5	0.000000	
ENST00000419868.1	0.000000	
ENST00000419881.6	0.000000	
ENST00000419906.1	62.644020	
ENST00000419921.1	22.335253	
ENST00000419943.1	5.921260	
ENST00000419952.5	0.000000	
ENST00000420068.1	0.000000	
ENST00000420072.5	42.580803	
ENST00000420074.1	31.196070	
ENST00000420186.2	0.741063	
ENST00000420241.1	40.309616	
ENST00000420255.1	0.000000	
ENST00000420273.2	0.000000	
ENST00000420364.1	3.900895	
ENST00000420455.5	247.498749	
ENST00000420666.1	0.000000	
ENST00000420685.1	59.230556	
ENST00000420877.1	68.043938	
ENST00000420965.1	1.766474	
ENST00000421049.1	11.930831	
ENST00000421051.1	0.000000	
ENST00000421454.2	0.000000	
ENST00000421541.1	8.740964	
ENST00000421604.1	0.000000	
ENST00000421771.1	68.883331	
ENST00000421795.1	0.000000	
ENST00000421802.1	0.000000	
ENST00000421927.1	0.000000	
ENST00000422357.5	12.063915	
ENST00000422473.1	198.647690	
ENST00000422749.5	0.000000	
ENST00000422787.1	0.000000	
ENST00000422809.5	0.775556	
ENST00000422850.5	0.000000	
ENST00000422875.5	35.814869	
ENST00000422891.5	29.738224	
ENST00000422911.5	0.000000	
ENST00000423045.2	0.000000	
ENST00000423089.1	60.150608	
ENST00000423206.5	0.000000	
ENST00000423214.1	0.000000	
ENST00000423221.5	0.000000	
ENST00000423274.2	0.000000	
ENST00000423276.1	0.000000	
ENST00000423310.2	0.000000	
ENST00000423389.1	0.000000	
ENST00000423581.1	0.000000	
ENST00000423596.5	0.000000	
ENST00000423658.1	0.000000	
ENST00000423808.2	47.164169	
ENST00000423967.1	0.000000	
ENST00000424017.1	0.000000	
ENST00000424093.5	0.000000	
ENST00000424203.5	33.397480	
ENST00000424219.1	0.000000	
ENST00000424255.1	157.554138	
ENST00000424290.1	0.000000	
ENST00000424303.5	1.010056	
ENST00000424365.5	0.995478	
ENST00000424441.1	0.000000	
ENST00000424569.1	0.000000	
ENST00000424582.1	0.000000	
ENST00000424733.1	4.641974	
ENST00000424837.1	0.000000	
ENST00000424890.1	3.102275	
ENST00000424921.1	0.000000	
ENST00000424933.1	33.260548	
ENST00000425058.1	0.000000	
ENST00000425085.1	4.989794	
ENST00000425091.1	8.691833	
ENST00000425147.1	70019.859375	
ENST00000425336.1	147.106644	
ENST00000425376.5	0.000000	
ENST00000425521.1	4.196074	
ENST00000425979.5	0.000000	
ENST00000426029.1	4.729879	
ENST00000426418.1	0.000000	
ENST00000426534.2	1.093535	
ENST00000426537.1	65.106720	
ENST00000426578.1	0.000000	
ENST00000426609.1	0.000000	
ENST00000426672.5	8.379777	
ENST00000426771.1	0.000000	
ENST00000426783.5	0.000000	
ENST00000426819.5	0.000000	
ENST00000426935.5	0.000000	
ENST00000426942.5	8.013201	
ENST00000426947.5	0.000000	
ENST00000427022.1	16.241476	
ENST00000427188.1	23.467413	
ENST00000427301.1	44.738735	
ENST00000427445.6	0.000000	
ENST00000427446.1	0.000000	
ENST00000427447.5	7.572054	
ENST00000427451.5	0.000000	
ENST00000427464.1	7.228000	
ENST00000427491.1	50.091736	
ENST00000427746.1	28.980614	
ENST00000427757.1	2960.047607	
ENST00000427803.6	88.064774	
ENST00000427839.5	1.909482	
ENST00000427911.1	0.000000	
ENST00000428205.1	0.000000	
ENST00000428240.1	0.000000	
ENST00000428242.1	0.000000	
ENST00000428301.1	194.537491	
ENST00000428410.1	0.000000	
ENST00000428576.5	0.000000	
ENST00000428667.1	126.203285	
ENST00000428669.6	0.000000	
ENST00000428689.5	3.047384	
ENST00000428693.1	0.000000	
ENST00000428809.5	16.421219	
ENST00000428914.2	8.727673	
ENST00000429033.1	369.609924	
ENST00000429064.1	0.000000	
ENST00000429093.6	206.603378	
ENST00000429114.5	0.000000	
ENST00000429132.1	0.000000	
ENST00000429161.5	15.362288	
ENST00000429236.5	31.939457	
ENST00000429238.2	0.000000	
ENST00000429271.1	7166.112793	
ENST00000429327.1	33.136921	
ENST00000429340.1	0.000000	
ENST00000429427.1	6.584732	
ENST00000429512.1	0.000000	
ENST00000429521.5	2.626094	
ENST00000429588.1	173.810165	
ENST00000429621.1	0.000000	
ENST00000429727.6	0.000000	
ENST00000429739.1	0.000000	
ENST00000429827.5	0.000000	
ENST00000429843.1	0.000000	
ENST00000429903.1	0.000000	
ENST00000430001.1	0.000000	
ENST00000430013.1	0.000000	
ENST00000430060.1	0.000000	
ENST00000430064.1	0.000000	
ENST00000430068.1	20.602554	
ENST00000430093.5	0.000000	
